Lietas ID (caseID),Tiesas ID (courtID),Tiesa,Dzimšanas datums,Ienākšanas kārtība,Ienākšanas datums,Izskatīšanas datums,Būtība,Prasījuma apmērs,atb_fiz,atb_jur,pras_fiz,pras_jur,Nozīmētās sēdes,Notikušās sēdes,naudaS_sods,dzivo_arzemes,atbr_no_nodevas
1959691,38,Talsu rajona tiesa,240462,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),3/13/2017,4/26/2017,maza apmēra prasībā par naudas piedziņu,563.20,1,0,0,1,0,0,0,0,0
1959694,34,Rīgas pilsētas Ziemeļu rajona tiesa,050479,Pirmo reizi,11/9/2016,5/12/2017,maza apmēra prasībā par naudas piedziņu,716.00,1,0,0,1,0,0,0,0,0
1959698,273,Rīgas rajona tiesa Jūrmalas tiesu nams,170470,Pirmo reizi,11/9/2016,4/6/2017,parāda piedziņa,5912.68,2,0,0,1,2,1,0,0,0
1959712,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,090467,Pirmo reizi,11/9/2016,9/12/2017,maza apmēra prasībā par naudas piedziņu,348.64,1,0,0,1,0,0,0,0,0
1959721,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,130374,Pirmo reizi,11/9/2016,1/27/2017,maza apmēra prasībā par naudas piedziņu,586.96,1,0,0,1,0,0,0,0,0
1959721,28,Rēzeknes tiesa,230471,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/1/2017,6/29/2017,maza apmēra prasībā par naudas piedziņu,586.96,1,0,0,1,0,0,0,0,0
1959724,5,Cēsu rajona tiesa,160555,Pirmo reizi,11/9/2016,4/26/2017,parāda piedziņa,14000.00,1,0,1,0,2,0,0,0,0
1959729,29,Rīgas rajona tiesa,250778,Pirmo reizi,11/9/2016,3/23/2017,maza apmēra prasība par naudas piedziņu,41.24,1,0,0,1,0,0,0,0,0
1959730,279,Rīgas pilsētas Pārdaugavas tiesa,260765,Sakarā ar tiesu apvienošanu,1/31/2017,11/7/2017,parāda piedziņa,3380.96,1,0,0,1,2,0,0,0,0
1959736,5,Cēsu rajona tiesa,270966,Pirmo reizi,11/9/2016,2/1/2017,maza apmēra prasība par naudas piedziņu,1250.25,1,0,0,1,0,0,0,1,0
1959738,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,090470,Pirmo reizi,11/9/2016,4/12/2017,maza apmēra prasība par naudas piedziņu,780.32,1,0,0,1,0,0,0,0,0
1959741,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260463,Pirmo reizi,11/9/2016,3/14/2017,maza apmēra prasība par naudas piedziņu,721.00,1,0,0,1,0,0,0,0,0
1959742,27,Liepājas tiesa,240477,Pirmo reizi,11/9/2016,3/13/2017,parāda piedziņa,301.98,1,0,0,1,0,0,0,0,0
1959744,18,Madonas rajona tiesa,160250,Pirmo reizi,11/9/2016,3/14/2017,parāda piedziņa,2760.66,2,0,0,1,1,0,0,0,0
1959750,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180678,Pirmo reizi,11/9/2016,12/22/2017,par parāda un soda naudas piedziņu,3538.52,1,0,0,1,3,0,0,0,0
1959751,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290568,Pirmo reizi,11/9/2016,1/18/2017,maza apmēra prasībā par naudas piedziņu,258.19,1,0,0,1,1,0,0,0,0
1959755,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,030180,Pirmo reizi,11/9/2016,2/7/2017,parāda piedziņa,18294.90,1,0,0,1,1,0,0,0,0
1959755,39,Tukuma rajona tiesa,080676,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/10/2017,6/7/2017,parāda piedziņa,18294.90,1,0,0,1,2,0,0,0,0
1959757,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,060178,Pirmo reizi,11/9/2016,9/28/2017,maza apmēra prasība par naudas piedziņu,875.65,1,0,0,1,0,0,0,0,0
1959758,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,151274,Pirmo reizi,11/9/2016,1/27/2017,maza apmēra prasībā par naudas piedziņu,561.31,1,0,0,1,0,0,0,0,0
1959758,27,Liepājas tiesa,280767,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/1/2017,5/9/2017,maza apmēra prasībā par naudas piedziņu,561.31,1,0,0,1,0,0,0,0,0
1959761,19,Ogres rajona tiesa,111061,Pirmo reizi,11/9/2016,4/18/2017,Prasības pieteikums par zaudējumu piedziņu regresa kārtībā.,5864.11,1,0,0,1,2,1,0,0,0
1959765,279,Rīgas pilsētas Pārdaugavas tiesa,230577,Sakarā ar tiesu apvienošanu,1/31/2017,3/23/2017,darījumu atzīšana par spēkā neesošiem un zaudējumu piedziņa,14240.00,1,1,1,1,2,1,0,0,0
1959767,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,100976,Pirmo reizi,11/9/2016,4/25/2017,maza apmēra prasībā par naudas piedziņu,248.22,1,0,0,1,0,0,0,0,0
1959769,19,Ogres rajona tiesa,041172,Pirmo reizi,11/9/2016,2/6/2017,Prasības pieteikums maza apmēra prasībā par naudas piedziņu.,171.57,1,0,0,1,0,0,0,0,0
1959770,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,120766,Pirmo reizi,11/9/2016,1/25/2017,maza apmēra prasībā par naudas piedziņu,1260.91,1,0,0,1,0,0,0,0,0
1959777,27,Liepājas tiesa,190177,Pirmo reizi,11/9/2016,3/17/2017,parāda piedziņa,6770.94,0,1,0,1,1,0,0,0,0
1959778,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290568,Pirmo reizi,11/9/2016,3/28/2017,maza apmēra prasība par naudas piedziņu,1413.34,1,0,0,1,0,0,0,0,0
1959781,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,060678,Pirmo reizi,11/9/2016,1/27/2017,maza apmēra prasībā par naudas piedziņu,832.07,1,0,0,1,0,0,0,0,0
1959781,27,Liepājas tiesa,060669,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/1/2017,4/26/2017,maza apmēra prasībā par naudas piedziņu,832.07,1,0,0,1,0,0,0,0,0
1959782,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,130279,Pirmo reizi,11/9/2016,2/13/2017,maza apmēra prasība par naudas piedziņu,1096.85,1,0,0,1,1,0,0,0,0
1959782,16,Limbažu rajona tiesa,210956,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/20/2017,9/7/2017,maza apmēra prasība par naudas piedziņu,1096.85,1,0,0,1,2,1,0,0,0
1959783,8,Jēkabpils rajona tiesa,170152,Pirmo reizi,11/9/2016,3/22/2017,maza apmēra prasība par naudas piedziņu,875.46,1,0,0,1,0,0,0,0,0
1959784,19,Ogres rajona tiesa,291182,Pirmo reizi,11/9/2016,5/23/2017,Prasības pieteikums maza apmēra prasībā par naudas piedziņu.,1020.53,1,0,0,1,2,1,0,0,0
1959787,31,Ventspils tiesa,130867,Pirmo reizi,11/9/2016,1/20/2017,maza apmēra prasība par naudas piedziņu,2254.37,1,0,0,1,0,0,0,0,0
1959789,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,270676,Pirmo reizi,11/9/2016,6/2/2017,par parāda piedziņu,4975.81,2,0,0,1,2,1,0,0,0
1959791,8,Jēkabpils rajona tiesa,191060,Pirmo reizi,11/9/2016,10/10/2017,parāda piedziņa,83434.17,2,0,0,1,4,2,0,1,0
1959792,31,Ventspils tiesa,060665,Pirmo reizi,11/9/2016,1/16/2017,maza apmēra prasība par naudas piedziņu,782.32,1,0,0,1,0,0,0,0,0
1959794,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,220177,Pirmo reizi,11/9/2016,4/27/2017,par zaudējumu piedziņu un atlīdzības piedziņu par nodarīto morālo kaitējumu,6500.00,0,1,1,0,1,0,0,0,1
1959796,29,Rīgas rajona tiesa,100762,Pirmo reizi,11/9/2016,10/2/2017,maza apmēra prasība par naudas piedziņu,294.06,1,0,0,1,0,0,0,0,0
1959797,27,Liepājas tiesa,190260,Pirmo reizi,11/9/2016,4/19/2017,parāda piedziņa,1501.19,1,0,0,1,0,0,0,1,0
1959800,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180179,Pirmo reizi,11/9/2016,3/16/2017,par parāda piedziņu,2651.37,0,1,0,1,1,0,0,0,0
1959800,19,Ogres rajona tiesa,271157,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),3/20/2017,11/7/2017,Prasības pieteikums (naudas summas piedziņai par sabiedriskajiem ūdensaimniecības pakalpojumiem).,2651.37,0,1,0,1,2,1,0,0,0
1959851,19,Ogres rajona tiesa,111061,Pirmo reizi,11/9/2016,3/7/2017,Prasības pieteikums maza apmēra prasībā par naudas piedziņu.,427.40,1,0,0,1,0,0,0,0,0
1959853,19,Ogres rajona tiesa,271157,Pirmo reizi,11/9/2016,2/8/2017,Prasības pieteikums maza apmēra prasībā par naudas piedziņu.,504.92,1,0,0,1,0,0,0,1,0
1959854,19,Ogres rajona tiesa,111061,Pirmo reizi,11/9/2016,2/15/2017,Prasības pieteikums maza apmēra prasībā par naudas piedziņu.,952.79,0,1,0,1,0,0,0,0,0
1959855,28,Rēzeknes tiesa,270766,Pirmo reizi,11/9/2016,4/3/2017,maza apmēra prasība par naudas piedziņu,1330.18,1,0,0,1,0,0,0,0,0
1959866,23,Jelgavas tiesa,041170,Pirmo reizi,11/9/2016,10/24/2017,parāda piedziņa,7858.12,2,0,0,1,2,0,0,0,0
1959874,31,Ventspils tiesa,170173,Pirmo reizi,11/9/2016,1/19/2017,maza apmēra prasība par naudas piedziņu,1912.63,2,0,0,1,0,0,0,0,0
1959876,31,Ventspils tiesa,050174,Pirmo reizi,11/9/2016,1/2/2017,maza apmēra prasība par naudas piedziņu,1727.10,1,0,0,1,0,0,0,0,0
1959877,31,Ventspils tiesa,130867,Pirmo reizi,11/9/2016,1/5/2017,maza apmēra prasība par naudas piedziņu,1364.35,1,0,0,1,0,0,0,0,0
1959879,31,Ventspils tiesa,050174,Pirmo reizi,11/9/2016,1/2/2017,maza apmēra prasība par naudas piedziņu,1664.65,1,0,0,1,0,0,0,0,0
1959884,31,Ventspils tiesa,170173,Pirmo reizi,11/9/2016,1/19/2017,maza apmēra prasība par naudas piedziņu,1695.02,3,0,0,1,0,0,0,0,0
1959887,31,Ventspils tiesa,050174,Pirmo reizi,11/9/2016,3/8/2017,maza apmēra prasība par naudas piedziņu,1381.93,2,0,0,1,0,0,0,1,0
1959889,31,Ventspils tiesa,230856,Pirmo reizi,11/9/2016,1/24/2017,maza apmēra prasība par naudas piedziņu,1380.84,1,0,0,1,0,0,0,0,0
1959891,31,Ventspils tiesa,230856,Pirmo reizi,11/9/2016,1/24/2017,maza apmēra prasība par naudas piedziņu,2028.40,1,0,0,1,0,0,0,0,0
1959919,22,Daugavpils tiesa,281156,Pirmo reizi,11/9/2016,4/25/2017,zaudējumu piedziņa,5324.71,1,0,0,1,1,0,0,0,0
1959921,22,Daugavpils tiesa,281156,Pirmo reizi,11/9/2016,4/19/2017,maza apmēra prasībā par naudas piedziņu,876.93,1,0,0,1,0,0,0,0,0
1960000,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,181166,Pirmo reizi,11/9/2016,1/27/2017,par zaudējumu piedziņu,23000.00,1,0,0,1,0,0,0,0,0
1960000,1,Aizkraukles rajona tiesa,091063,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/1/2017,9/20/2017,par zaudējumu piedziņu,23000.00,1,0,0,1,2,1,0,0,0
1960005,273,Rīgas rajona tiesa Jūrmalas tiesu nams,160383,Pirmo reizi,11/9/2016,2/9/2017,maza apmēra prasība par naudas piedziņu,640.00,1,0,0,1,0,0,0,0,0
1960038,34,Rīgas pilsētas Ziemeļu rajona tiesa,121264,Pirmo reizi,11/9/2016,2/28/2017,maza apmēra prasībā par naudas piedziņu,1400.00,0,1,0,1,0,0,0,0,0
1960059,28,Rēzeknes tiesa,110380,Pirmo reizi,11/9/2016,5/29/2017,maza apmēra prasība par naudas piedziņu,471.78,1,0,0,2,0,0,0,0,0
1960070,16,Limbažu rajona tiesa,010358,Pirmo reizi,11/8/2016,1/24/2017,maza apmēra prasība par parāda piedziņu,1183.00,1,0,0,1,0,0,0,0,0
1960074,16,Limbažu rajona tiesa,010358,Pirmo reizi,11/8/2016,1/24/2017,maza apmēra prasība par parāda piedziņu,390.20,1,0,0,1,0,0,0,0,0
1960084,22,Daugavpils tiesa,080270,Pirmo reizi,11/9/2016,4/18/2017,maza apmēra prasībā par naudas piedziņu,782.26,0,1,0,1,0,0,0,0,0
1960088,28,Rēzeknes tiesa,240474,Pirmo reizi,11/9/2016,5/24/2017,maza apmēra prasība par naudas piedziņu,400.02,1,0,0,1,0,0,0,0,0
1960162,31,Ventspils tiesa,130867,Pirmo reizi,11/10/2016,1/30/2017,maza apmēra prasība par naudas piedziņu,592.56,1,0,0,1,0,0,0,0,0
1960164,27,Liepājas tiesa,190177,Pirmo reizi,11/10/2016,3/15/2017,parāda piedziņa,824.76,1,0,0,1,0,0,0,0,0
1960177,279,Rīgas pilsētas Pārdaugavas tiesa,280468,Sakarā ar tiesu apvienošanu,1/31/2017,10/10/2017,maza apmēra prasībā par naudas piedizņu,949.66,1,0,0,1,0,0,0,1,0
1960185,38,Talsu rajona tiesa,221159,Pirmo reizi,11/9/2016,1/17/2017,maza apmēra prasība par naudas piedziņu,830.00,1,0,1,0,0,2,0,0,0
1960194,34,Rīgas pilsētas Ziemeļu rajona tiesa,090770,Pirmo reizi,11/10/2016,4/3/2017,parāda piedziņa,4584.12,1,0,0,1,2,1,0,0,0
1960218,29,Rīgas rajona tiesa,300962,Pirmo reizi,11/10/2016,2/1/2017,parāda piedziņa,42340.14,0,1,0,1,0,0,0,0,0
1960218,8,Jēkabpils rajona tiesa,170152,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/6/2017,4/25/2017,parāda piedziņa,42340.14,0,1,0,1,1,0,0,0,0
1960226,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,11/10/2016,2/14/2017,maza apmēra prasībā par naudas piedziņu,700.00,0,1,1,0,0,0,0,0,0
1960226,2,Alūksnes rajona tiesa,101256,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/20/2017,5/23/2017,maza apmēra prasībā par naudas piedziņu,700.00,0,1,1,0,0,0,0,0,0
1960229,19,Ogres rajona tiesa,291182,Pirmo reizi,11/10/2016,4/19/2017,Maza apmēra prasībā par naudas piedziņu,2031.25,1,0,0,1,0,0,0,0,0
1960233,273,Rīgas rajona tiesa Jūrmalas tiesu nams,240772,Pirmo reizi,11/10/2016,2/7/2017,maza apmēra prasība par naudas piedziņu,1377.11,1,0,0,1,0,0,0,0,0
1960233,40,Valkas rajona tiesa,050363,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/9/2017,8/15/2017,maza apmēra prasība par naudas piedziņu,1377.11,1,0,0,1,0,0,0,0,0
1960235,19,Ogres rajona tiesa,271157,Pirmo reizi,11/10/2016,1/30/2017,Maza apmēra prasībā par naudas piedziņu,500.55,1,0,0,1,0,0,0,0,0
1960238,279,Rīgas pilsētas Pārdaugavas tiesa,260570,Sakarā ar tiesu apvienošanu,1/31/2017,10/9/2017,parāda piedziņa,5204.80,1,0,0,1,1,0,0,1,0
1960245,29,Rīgas rajona tiesa,280766,Pirmo reizi,11/10/2016,2/3/2017,"par dzīvojamās mājas uzturēšanas, apsaimniekošanas maksas un saņemto pakalpojumu parāda piedziņu",3138.48,1,0,0,1,0,0,0,0,0
1960245,23,Jelgavas tiesa,041170,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/7/2017,11/14/2017,"par dzīvojamās mājas uzturēšanas, apsaimniekošanas maksas un saņemto pakalpojumu parāda piedziņu",3138.48,1,0,0,1,2,0,0,0,0
1960246,4,Bauskas rajona tiesa,270157,Pirmo reizi,11/10/2016,3/8/2017,parāda piedziņa,22215.00,4,0,0,1,2,1,0,0,0
1960249,22,Daugavpils tiesa,121166,Pirmo reizi,11/10/2016,1/19/2017,maza apmēra prasībā par naudas piedziņu,832.74,1,0,0,1,0,0,0,0,0
1960252,279,Rīgas pilsētas Pārdaugavas tiesa,010551,Sakarā ar tiesu apvienošanu,1/31/2017,5/18/2017,maza apmēra prasība par naudas piedziņu,821.34,1,0,0,1,0,0,0,0,0
1960254,29,Rīgas rajona tiesa,100762,Pirmo reizi,11/10/2016,10/19/2017,parāda piedziņa,255052.35,1,1,0,1,1,0,0,0,0
1960255,22,Daugavpils tiesa,130758,Pirmo reizi,11/10/2016,3/8/2017,maza apmēra prasībā par naudas piedziņu,127.49,1,0,0,1,0,0,0,0,0
1960262,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,160463,Pirmo reizi,11/10/2016,5/2/2017,maza apmēra prasība par naudas piedziņu,1937.44,0,1,0,1,0,0,0,0,0
1960265,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,160766,Pirmo reizi,11/10/2016,2/14/2017,maza apmēra prasība par naudas piedziņu,2749.45,1,0,0,1,1,0,0,0,0
1960265,16,Limbažu rajona tiesa,010358,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/20/2017,5/17/2017,maza apmēra prasība par naudas piedziņu,2749.45,1,0,0,1,3,1,0,0,0
1960272,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,291275,Pirmo reizi,11/10/2016,2/9/2017,maza apmēra prasība par naudas piedziņu,1254.12,1,0,0,1,0,0,0,0,0
1960276,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,160766,Pirmo reizi,11/10/2016,3/15/2017,maza apmēra prasība par naudas piedziņu,181.06,1,0,0,1,0,0,0,0,0
1960276,22,Daugavpils tiesa,240969,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),3/20/2017,4/11/2017,maza apmēra prasība par naudas piedziņu,181.06,1,0,0,1,0,0,0,0,0
1960283,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290878,Pirmo reizi,11/10/2016,3/10/2017,maza apmēra prasība par naudas piedziņu,2560.13,1,0,0,1,0,0,0,0,0
1960301,23,Jelgavas tiesa,090972,Pirmo reizi,11/10/2016,3/15/2017,maza apmēra prasība par naudas piedziņu,594.98,1,0,0,1,1,0,0,0,0
1960304,23,Jelgavas tiesa,041170,Pirmo reizi,11/10/2016,3/8/2017,maza apmēra prasība par naudas piedziņu,960.70,1,0,0,1,0,0,0,0,0
1960307,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,090470,Pirmo reizi,11/10/2016,8/3/2017,parāda piedziņa,4110.27,1,0,0,1,3,1,0,0,0
1960308,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,211166,Pirmo reizi,11/10/2016,2/14/2017,parāda piedziņa,4010.58,1,0,0,1,1,0,0,0,0
1960308,16,Limbažu rajona tiesa,210956,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/20/2017,8/31/2017,parāda piedziņa,4010.58,1,0,0,1,1,0,0,0,0
1960310,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,240459,Pirmo reizi,11/10/2016,2/9/2017,par parāda pidziņu,2468.49,1,0,0,1,1,0,0,0,0
1960314,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,291275,Pirmo reizi,11/10/2016,6/1/2017,parāda piedziņa,3118.94,1,0,0,1,2,1,0,0,0
1960322,23,Jelgavas tiesa,110570,Pirmo reizi,11/10/2016,9/26/2017,parāda un zaudējumu piedziņa,13480.33,0,1,0,1,4,1,0,0,0
1960329,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,150678,Pirmo reizi,11/10/2016,1/27/2017,maza apmēra prasībā par naudas piedziņu,573.28,0,1,0,1,0,0,0,0,0
1960329,28,Rēzeknes tiesa,230471,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/1/2017,7/6/2017,maza apmēra prasībā par naudas piedziņu,573.28,0,1,0,1,0,0,0,0,0
1960336,23,Jelgavas tiesa,030872,Pirmo reizi,11/10/2016,2/23/2017,mantinieka neatņemamās daļas piedziņa,22500.00,1,0,1,0,1,0,0,0,0
1960344,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,181166,Pirmo reizi,11/10/2016,5/11/2017,maza apmēra prasībā par naudas piedziņu,208.12,1,0,0,1,1,0,0,0,0
1960359,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,120766,Pirmo reizi,11/10/2016,3/20/2017,maza apmēra prasībā par naudas piedziņu,71.14,1,0,0,1,0,0,0,0,0
1960361,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,181166,Pirmo reizi,11/10/2016,2/28/2017,maza apmēra prasība par naudas piedziņu,1355.22,1,0,0,1,0,0,0,0,0
1960362,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,120766,Pirmo reizi,11/10/2016,5/30/2017,maza apmēra prasība par naudas piedziņu,929.57,0,1,0,1,2,0,0,0,0
1960368,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,220177,Pirmo reizi,11/10/2016,1/27/2017,par parāda piedziņu,2785.61,1,0,0,1,1,0,0,0,0
1960374,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180678,Pirmo reizi,11/10/2016,1/27/2017,par parāda piedziņu,4382.03,0,1,0,1,1,0,0,0,0
1960374,22,Daugavpils tiesa,240969,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/1/2017,4/7/2017,par parāda piedziņu,4382.03,0,1,0,1,2,1,0,0,0
1960416,28,Rēzeknes tiesa,270766,Pirmo reizi,11/10/2016,5/9/2017,"par parāda piedziņu par apsaimniekošanas maksu, par apsaimniekošanas izdevumu maksu, par komunālajiem pakalpojumiem un līgumsodu",4957.98,1,0,0,1,2,1,0,0,0
1960428,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,220177,Pirmo reizi,11/10/2016,3/23/2017,par zaudējumu piedziņu un prasības nodrošināšanu,17464.00,1,0,0,1,4,3,0,1,0
1960439,2,Alūksnes rajona tiesa,101256,Pirmo reizi,11/10/2016,3/30/2017,Maza apmēra prasība par naudas piedziņu,209.77,1,0,0,1,0,0,0,0,0
1960483,4,Bauskas rajona tiesa,221265,Pirmo reizi,11/10/2016,4/4/2017,maza apmēra prasība par naudas piedziņu,1975.80,1,0,0,1,0,0,0,0,0
1960499,29,Rīgas rajona tiesa,101277,Pirmo reizi,11/10/2016,12/11/2017,par dzīvojamās mājas apsaimniekošanas un komunālo maksājumu parāda piedziņu,4545.09,1,0,0,1,3,1,0,0,0
1960608,279,Rīgas pilsētas Pārdaugavas tiesa,261075,Sakarā ar tiesu apvienošanu,1/31/2017,3/7/2017,maza apmēra prasība par naudas piedziņu,883.65,0,1,0,1,0,0,0,0,0
1960608,38,Talsu rajona tiesa,240462,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),3/13/2017,5/3/2017,maza apmēra prasība par naudas piedziņu,883.65,0,1,0,1,0,0,0,0,0
1960635,279,Rīgas pilsētas Pārdaugavas tiesa,260765,Sakarā ar tiesu apvienošanu,1/31/2017,6/13/2017,maza apmēra prasība par naudas piedziņu,3068.09,1,0,0,1,0,0,0,1,0
1960639,273,Rīgas rajona tiesa Jūrmalas tiesu nams,050967,Pirmo reizi,11/11/2016,2/7/2017,parāda un likumisko procentu piedziņa,4864.82,1,0,0,1,1,0,0,0,0
1960639,4,Bauskas rajona tiesa,270157,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/9/2017,9/20/2017,parāda un likumisko procentu piedziņa,4864.82,1,0,0,1,3,1,0,0,0
1960644,29,Rīgas rajona tiesa,040366,Pirmo reizi,11/11/2016,11/15/2017,maza apmēra prasība par naudas piedziņu,1938.90,0,1,0,1,0,0,0,0,0
1960657,34,Rīgas pilsētas Ziemeļu rajona tiesa,050479,Pirmo reizi,11/11/2016,11/28/2017,parāda piedziņa,3332.23,0,1,0,1,2,1,0,0,0
1960658,27,Liepājas tiesa,241260,Pirmo reizi,11/11/2016,1/18/2017,parāda piedziņa,571.82,1,0,0,1,0,0,0,0,0
1960660,34,Rīgas pilsētas Ziemeļu rajona tiesa,090770,Pirmo reizi,11/11/2016,1/19/2017,parāda piedziņa,3206.98,2,0,0,1,1,0,0,0,0
1960678,273,Rīgas rajona tiesa Jūrmalas tiesu nams,240772,Pirmo reizi,11/11/2016,2/7/2017,par dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda un likumisko procentu piedziņu,3118.38,1,0,0,1,1,0,0,0,0
1960678,10,Kuldīgas rajona tiesa,100370,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/9/2017,8/31/2017,par dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda un likumisko procentu piedziņu,3118.38,1,0,0,1,1,0,0,0,0
1960680,27,Liepājas tiesa,240477,Pirmo reizi,11/11/2016,3/13/2017,īpašuma apsaimniekošanas parāda piedziņa,714.87,1,0,0,1,0,0,0,0,0
1960689,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,100976,Pirmo reizi,11/11/2016,1/27/2017,par apdrošināšanas atlīdzības piedziņu,12088.12,0,2,0,1,1,0,0,0,0
1960689,31,Ventspils tiesa,050174,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/1/2017,6/27/2017,par apdrošināšanas atlīdzības piedziņu,12088.12,0,2,0,1,3,1,0,0,0
1960690,273,Rīgas rajona tiesa Jūrmalas tiesu nams,160383,Pirmo reizi,11/11/2016,6/14/2017,maza apmēra prasība par naudas piedziņu,185.96,1,0,0,1,0,0,0,0,0
1960703,273,Rīgas rajona tiesa Jūrmalas tiesu nams,240772,Pirmo reizi,11/11/2016,2/7/2017,maza apmēra prasība par naudas piedziņu,176.18,1,0,0,1,0,0,0,0,0
1960703,28,Rēzeknes tiesa,240474,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/9/2017,6/15/2017,maza apmēra prasība par naudas piedziņu,176.18,1,0,0,1,0,0,0,0,0
1960714,5,Cēsu rajona tiesa,090763,Pirmo reizi,11/11/2016,3/3/2017,maza apmēra prasība par naudas piedziņu,401.71,1,0,0,1,0,0,0,0,0
1960731,22,Daugavpils tiesa,110272,Pirmo reizi,11/11/2016,8/8/2017,zaudējumu piedziņa,3285.37,1,0,0,1,4,1,0,0,0
1960749,279,Rīgas pilsētas Pārdaugavas tiesa,261075,Sakarā ar tiesu apvienošanu,1/31/2017,3/7/2017,maza apmēra prasība par naudas piedziņu,714.60,1,0,0,1,0,0,0,0,0
1960749,38,Talsu rajona tiesa,240462,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),3/13/2017,5/9/2017,maza apmēra prasība par naudas piedziņu,714.60,1,0,0,1,0,0,0,0,0
1960753,19,Ogres rajona tiesa,291182,Pirmo reizi,11/11/2016,3/8/2017,Prasības pieteikums maza apmēra prasībā par naudas piedziņu.,697.65,1,0,0,1,0,0,0,0,0
1960757,279,Rīgas pilsētas Pārdaugavas tiesa,261075,Sakarā ar tiesu apvienošanu,1/31/2017,3/7/2017,maza apmēra prasība par naudas piedziņu,1532.96,1,0,0,1,0,0,0,0,0
1960757,38,Talsu rajona tiesa,221159,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),3/13/2017,6/6/2017,maza apmēra prasība par naudas piedziņu,1532.96,1,0,0,1,0,0,0,0,0
