Lietas ID (caseID),Tiesas ID (courtID),Tiesa,Dzimšanas datums,Ienākšanas kārtība,Ienākšanas datums,Izskatīšanas datums,Būtība,Prasījuma apmērs,atb_fiz,atb_jur,pras_fiz,pras_jur,Nozīmētās sēdes,Notikušās sēdes,naudaS_sods,dzivo_arzemes,atbr_no_nodevas
1918126,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,061075,Pirmo reizi,7/11/2016,9/12/2017,par neatgriezta avansa maksājuma parāda piedziņu,2673.26,0,1,0,1,3,0,0,0,0
1918132,22,Daugavpils tiesa,311070,Pirmo reizi,7/11/2016,10/18/2017,maza apmēra prasība par naudas piedziņu,1100.09,1,0,0,1,3,0,0,0,0
1918143,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,220177,Pirmo reizi,7/11/2016,2/14/2017,maza apmēra prasībā par naudas piedziņu,741.35,1,0,0,1,0,0,0,1,0
1918158,22,Daugavpils tiesa,240961,Pirmo reizi,7/11/2016,5/31/2017,maza apmēra prasība par naudas piedziņu,260.00,1,0,1,0,4,0,0,0,0
1918160,23,Jelgavas tiesa,080764,Pirmo reizi,7/11/2016,9/26/2017,zaudējumu piedziņa,2400.73,1,0,0,1,1,0,0,0,0
1918164,28,Rēzeknes tiesa,110380,Pirmo reizi,7/11/2016,4/19/2017,par zaudējuma piedziņu,2840.46,1,0,0,1,3,1,0,0,1
1918176,28,Rēzeknes tiesa,030573,Pirmo reizi,7/11/2016,3/22/2017,maza apmēra prasība par naudas piedziņu,1022.21,1,0,0,1,0,0,0,0,0
1918181,28,Rēzeknes tiesa,030573,Pirmo reizi,7/11/2016,3/22/2017,maza apmēra prasība par naudas piedziņu,562.02,1,0,0,1,0,0,0,0,0
1918188,16,Limbažu rajona tiesa,161074,Pirmo reizi,7/11/2016,4/13/2017,Pieteikums Eiropas maksājuma rīkojumam,271.84,1,0,0,1,0,0,0,0,0
1918191,23,Jelgavas tiesa,080764,Pirmo reizi,7/11/2016,6/27/2017,maza apmēra prasība par naudas piedziņu,1476.08,1,0,0,1,0,0,0,0,0
1918203,1,Aizkraukles rajona tiesa,150259,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/3/2016,6/22/2017,parāda piedziņa,2197.00,0,1,0,1,0,0,0,0,0
1918208,10,Kuldīgas rajona tiesa,100370,Pirmo reizi,7/11/2016,2/10/2017,parāda piedziņa,2501.18,1,0,0,1,2,1,0,0,0
1918216,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180179,Pirmo reizi,7/11/2016,2/22/2017,maza apmēra prasība par naudas piedziņu,883.41,1,0,1,0,0,0,0,0,0
1918225,273,Rīgas rajona tiesa Jūrmalas tiesu nams,170470,Pirmo reizi,7/11/2016,2/17/2017,maza apmēra prasība par naudas piedziņu,312.69,1,0,0,1,0,0,0,0,0
1918279,279,Rīgas pilsētas Pārdaugavas tiesa,260765,Sakarā ar tiesu apvienošanu,1/31/2017,2/9/2017,"īres līguma izbeigšana, izlikšana no dzīvojamās telpas bez citas dzīvojamās platības ierādīšanas un dzīvojamās telpas īres maksas un maksas par saņemtajiem komunālajiem pakalpojumiem parāda, nokavējuma procentu un līgumsoda piedziņa",6038.20,4,0,0,1,1,0,0,0,0
1918282,28,Rēzeknes tiesa,030573,Pirmo reizi,7/11/2016,3/16/2017,maza apmēra prasība par naudas piedziņu,38.70,1,0,0,1,0,0,0,0,0
1918291,279,Rīgas pilsētas Pārdaugavas tiesa,260765,Sakarā ar tiesu apvienošanu,1/31/2017,7/4/2017,"dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda, līgumsoda un nokavējuma procentu piedziņa, prasības nodrošinājums",2656.87,1,0,0,1,2,0,0,0,0
1918293,28,Rēzeknes tiesa,030573,Pirmo reizi,7/11/2016,3/16/2017,maza apmēra prasība par naudas piedziņu,299.06,1,0,0,1,0,0,0,0,0
1918297,279,Rīgas pilsētas Pārdaugavas tiesa,260765,Sakarā ar tiesu apvienošanu,1/31/2017,2/7/2017,dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda un nokavējuma procentu piedziņa,4168.46,1,0,0,1,1,0,0,0,0
1918303,37,Saldus rajona tiesa,190673,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),9/12/2016,3/13/2017,maza apmēra prasība par naudas piedziņu,320.65,1,0,0,1,0,0,0,1,0
1918320,22,Daugavpils tiesa,311070,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),9/14/2016,3/6/2017,maza apmēra prasība par naudas piedziņu,2039.44,1,0,0,1,0,0,0,0,0
1918341,29,Rīgas rajona tiesa,290771,Pēc piekritības no citas tiesas,9/16/2016,3/21/2017,maza apmēra prasība par naudas piedziņu,500.00,0,1,1,0,2,1,0,0,0
1918453,28,Rēzeknes tiesa,110380,Pirmo reizi,7/11/2016,2/17/2017,maza apmēra prasība par naudas piedziņu,564.91,1,0,0,1,0,0,0,0,0
1918604,39,Tukuma rajona tiesa,020564,Pirmo reizi,7/12/2016,3/20/2017,Naudas līdzekļu piedziņa.,3485.17,1,0,0,0,3,0,0,0,0
1918639,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,271273,Pirmo reizi,7/12/2016,2/15/2017,maza apmēra prasībā par naudas piedziņu,1185.17,1,0,0,1,0,0,0,0,0
1918653,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,7/12/2016,4/6/2017,maza apmēra prasībā par naudas piedziņu,1637.95,1,0,0,1,0,0,0,0,0
1918654,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,240459,Pirmo reizi,7/12/2016,1/30/2017, maza apmēra prasībā par naudas piedziņu   ,1385.96,1,0,0,1,3,1,0,0,0
1918658,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290878,Pirmo reizi,7/12/2016,5/31/2017,maza apmēra prasībā par naudas piedziņu,1144.98,1,0,0,1,2,1,0,0,0
1918659,29,Rīgas rajona tiesa,300962,Pirmo reizi,7/12/2016,10/23/2017,naudas piedziņa,27205.07,1,0,0,1,5,1,1,0,0
1918661,27,Liepājas tiesa,241260,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/1/2016,12/6/2017,maza apmēra prasība par naudas piedziņu,1044.60,2,0,0,1,3,0,0,0,0
1918671,1,Aizkraukles rajona tiesa,250466,Pirmo reizi,7/12/2016,1/24/2017,parāda piedziņa,33263.39,2,0,0,1,1,0,0,0,0
1918676,28,Rēzeknes tiesa,110380,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/3/2016,5/9/2017,maza apmēra prasība par naudas piedziņu,944.49,1,0,0,1,0,0,0,0,0
1918690,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,7/12/2016,11/23/2017,maza apmēra prasībā par naudas piedziņu,1643.28,1,0,0,1,0,0,0,0,0
1918728,34,Rīgas pilsētas Ziemeļu rajona tiesa,090770,Pirmo reizi,7/12/2016,2/13/2017,apsaimniekošanas un komunālo maksājumu parāda piedziņa,4584.64,1,0,0,1,1,0,0,0,0
1918750,16,Limbažu rajona tiesa,010358,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/14/2016,2/21/2017,"par pirkuma līguma atcelšanu, pirkuma maksas, līgumsoda un likumisko procentu piedziņu",4373.71,0,1,0,1,2,0,0,0,0
1918822,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,270676,Pirmo reizi,7/12/2016,6/16/2017,par zaudējumu piedziņu,245.96,1,0,1,0,5,1,0,0,0
1918850,6,Dobeles rajona tiesa,290780,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/3/2016,7/21/2017,zaudējuma piedziņa,14843.58,1,0,1,0,3,1,0,0,0
1918855,34,Rīgas pilsētas Ziemeļu rajona tiesa,090770,Pirmo reizi,7/12/2016,3/10/2017,parāda piedziņa,11252.30,0,1,0,1,4,1,0,1,0
1918864,279,Rīgas pilsētas Pārdaugavas tiesa,171172,Sakarā ar tiesu apvienošanu,1/31/2017,6/19/2017,maza apmēra prasība par naudas piedziņu,1086.60,0,1,1,0,2,0,0,0,0
1918985,34,Rīgas pilsētas Ziemeļu rajona tiesa,130476,Pirmo reizi,7/13/2016,1/11/2017,maza apmēra prasība par naudas piedziņu,1000.00,1,0,1,0,0,0,0,0,0
1918987,37,Saldus rajona tiesa,190673,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),9/12/2016,4/10/2017,maza apmēra prasība par naudas piedziņu,286.10,1,0,0,1,0,0,0,0,0
1918994,38,Talsu rajona tiesa,240462,Pirmo reizi,7/13/2016,2/14/2017,maza apmēra prasība par naudas piedziņu,270.80,1,0,0,1,1,0,0,1,0
1918996,34,Rīgas pilsētas Ziemeļu rajona tiesa,260576,Pirmo reizi,7/13/2016,6/27/2017,"apsaimniekošanas, komunālo maksājumu parāda, līgumsoda un likumisko procentu piedziņa",5085.56,1,0,0,1,3,1,0,0,0
1919000,4,Bauskas rajona tiesa,221265,Pirmo reizi,7/13/2016,9/27/2017,zaudējumu un likumisko procentu piedziņa,3631.00,1,0,0,1,2,0,0,0,0
1919010,27,Liepājas tiesa,240477,Pirmo reizi,7/13/2016,1/24/2017,parāda piedziņa,3191.53,1,0,0,1,3,1,0,0,0
1919014,1,Aizkraukles rajona tiesa,250466,Pirmo reizi,7/13/2016,1/25/2017,maza apmēra prasība par naudas piedziņu,1924.65,1,0,0,1,0,0,0,0,0
1919029,19,Ogres rajona tiesa,041172,Pirmo reizi,7/13/2016,3/14/2017,Maza apmēra prasībā par naudas piedziņu,649.64,1,0,0,1,1,0,0,1,0
1919042,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180678,Pirmo reizi,7/13/2016,12/18/2017,maza apmēra prasībā par naudas piedziņu,1022.82,1,0,0,1,3,0,0,0,0
1919047,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,7/13/2016,4/6/2017,maza apmēra prasībā par naudas piedziņu,252.00,1,0,0,1,0,0,0,0,0
1919064,29,Rīgas rajona tiesa,250778,Pirmo reizi,7/13/2016,10/9/2017,par aizdevuma un likumisko nokavējuma procentu piedziņu,154164.38,1,0,1,0,3,1,0,0,0
1919066,28,Rēzeknes tiesa,100871,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),9/14/2016,3/7/2017,maza apmēra prasība par naudas piedziņu,888.01,1,0,0,1,0,0,0,0,0
1919082,28,Rēzeknes tiesa,030573,Pirmo reizi,7/13/2016,3/21/2017,maza apmēra prasība par naudas piedziņu,2153.45,1,0,0,1,0,0,0,0,0
1919090,28,Rēzeknes tiesa,030573,Pirmo reizi,7/13/2016,3/15/2017,maza apmēra prasība par naudas piedziņu,94.50,1,0,0,1,0,0,0,0,0
1919091,28,Rēzeknes tiesa,110380,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/2/2016,4/21/2017,maza apmēra prasība par naudas piedziņu,252.66,1,0,0,1,0,0,0,0,0
1919095,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,100976,Pirmo reizi,7/13/2016,4/27/2017,"par īpašuma tiesību atzīšanu, valdījuma atjaunošanu un zaudējuma piedziņu",1306.88,4,0,0,1,4,0,0,0,0
1919096,29,Rīgas rajona tiesa,140659,Pēc piekritības no citas tiesas,9/16/2016,2/27/2017,maza apmēra prasība par naudas piedziņu,496.45,1,0,0,1,0,0,0,0,0
1919098,28,Rēzeknes tiesa,030573,Pirmo reizi,7/13/2016,3/21/2017,maza apmēra prasība par naudas piedziņu,1751.91,1,0,0,1,0,0,0,0,0
1919099,8,Jēkabpils rajona tiesa,280777,Pirmo reizi,7/13/2016,5/11/2017,maza apmēra prasība par naudas piedziņu,998.23,1,0,0,1,0,0,0,0,0
1919105,28,Rēzeknes tiesa,030573,Pirmo reizi,7/13/2016,3/17/2017,maza apmēra prasība par naudas piedziņu,1438.74,1,0,0,1,0,0,0,0,0
1919113,8,Jēkabpils rajona tiesa,220169,Pirmo reizi,7/13/2016,1/26/2017,maza apmēra prasība par naudas piedziņu,97.75,1,0,0,1,0,0,0,0,0
1919121,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,090470,Pirmo reizi,7/13/2016,2/22/2017,maza apmēra prasībā par naudas piedziņu,173.32,1,0,0,1,0,0,0,0,0
1919170,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,090470,Pirmo reizi,7/13/2016,2/3/2017,maza apmēra prasībā par naudas piedziņu,731.94,1,0,0,1,0,0,0,1,0
1919259,34,Rīgas pilsētas Ziemeļu rajona tiesa,090770,Pirmo reizi,7/13/2016,2/28/2017,Dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda piedziņa,2382.96,1,0,0,1,2,1,0,0,0
1919268,34,Rīgas pilsētas Ziemeļu rajona tiesa,260576,Pirmo reizi,7/13/2016,6/6/2017,"dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda, līgumsoda un likumisko procentu piedziņa",4309.60,1,0,0,1,3,1,0,0,0
1919274,38,Talsu rajona tiesa,210770,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),9/23/2016,4/3/2017,maza apmēra prasība par naudas piedziņu,656.33,0,1,0,1,3,1,0,0,0
1919278,279,Rīgas pilsētas Pārdaugavas tiesa,280782,Sakarā ar tiesu apvienošanu,1/31/2017,6/5/2017,maza apmēra prasība par naudas piedziņu,929.94,1,0,0,1,1,0,0,1,0
1919287,279,Rīgas pilsētas Pārdaugavas tiesa,261075,Sakarā ar tiesu apvienošanu,1/31/2017,5/15/2017,maza apmēra prasība par naudas piedziņu,1162.70,1,0,0,1,0,0,0,0,0
1919291,279,Rīgas pilsētas Pārdaugavas tiesa,171172,Sakarā ar tiesu apvienošanu,1/31/2017,3/30/2017,maza apmēra prasība par naudas piedziņu,477.62,1,0,0,1,0,0,0,0,0
1919293,279,Rīgas pilsētas Pārdaugavas tiesa,280782,Sakarā ar tiesu apvienošanu,1/31/2017,4/3/2017,par dzīvojamās mājas uzturēšanas un apsaimniekošanas  maksas un saņemto pakalpojumu maksājumu parāda piedziņu,2921.47,1,0,0,1,2,1,0,0,0
1919299,279,Rīgas pilsētas Pārdaugavas tiesa,270975,Sakarā ar tiesu apvienošanu,1/31/2017,5/8/2017,maza apmēra prasība par naudas piedziņu,1101.74,1,0,0,1,0,0,0,1,0
1919302,39,Tukuma rajona tiesa,040862,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/14/2016,4/18/2017,par parāda piedziņu,12322.96,1,0,0,1,4,0,0,0,0
1919304,28,Rēzeknes tiesa,100871,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/21/2016,6/6/2017,maza apmēra prasībā par naudas piedziņu,1160.83,0,1,0,1,0,0,0,0,0
1919313,28,Rēzeknes tiesa,240474,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/21/2016,12/14/2017,maza apmēra prasībā par naudas piedziņu,73.52,0,1,0,1,1,0,0,0,0
1919317,279,Rīgas pilsētas Pārdaugavas tiesa,260570,Sakarā ar tiesu apvienošanu,1/31/2017,12/27/2017,dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda un likumisko procentu piedziņa,7771.91,1,0,0,1,4,1,0,0,0
1919381,22,Daugavpils tiesa,311070,Pirmo reizi,7/13/2016,2/17/2017,maza apmēra prasība par naudas piedziņu,1521.10,2,0,0,1,0,0,0,0,0
1919400,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290878,Pirmo reizi,7/13/2016,4/21/2017,maza apmēra prasībā par naudas piedziņu,839.91,1,0,0,1,0,0,0,0,0
1919411,23,Jelgavas tiesa,030872,Pirmo reizi,7/13/2016,2/9/2017,parāda piedziņa,3403.32,0,1,1,0,1,0,0,0,0
1919430,16,Limbažu rajona tiesa,161074,Pirmo reizi,7/13/2016,1/23/2017,maza apmēra prasība par parāda piedziņu,2108.70,1,0,1,0,2,1,0,0,0
1919435,7,Gulbenes rajona tiesa,070957,Pirmo reizi,7/14/2016,1/10/2017,prasības pieteikums par parāda piedziņu,6899.00,2,0,0,1,1,0,0,0,0
1919450,4,Bauskas rajona tiesa,221265,Pirmo reizi,7/13/2016,9/26/2017,maza apmēra prasība par naudas piedziņu,1108.00,1,0,0,1,0,0,0,1,0
1919451,279,Rīgas pilsētas Pārdaugavas tiesa,171172,Sakarā ar tiesu apvienošanu,1/31/2017,4/18/2017,maza apmēra prasība par naudas piedziņu,1421.79,1,0,0,1,0,0,0,0,0
1919453,18,Madonas rajona tiesa,040465,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/14/2016,12/11/2017,par parāda piedziņu,26839.06,0,1,1,2,5,0,0,0,0
1919456,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,7/14/2016,4/27/2017,maza apmēra prasībā par naudas piedziņu,777.17,1,0,0,1,0,0,0,0,0
1919457,29,Rīgas rajona tiesa,140659,Pirmo reizi,7/14/2016,3/15/2017,maza apmēra prasībā par naudas piedziņu,1386.42,1,0,0,1,0,0,0,0,0
1919459,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,270676,Pirmo reizi,7/14/2016,4/21/2017,maza apmēra prasībā par naudas piedziņu,776.00,1,0,0,1,2,1,0,0,0
1919470,38,Talsu rajona tiesa,240462,Pirmo reizi,7/14/2016,2/7/2017,parāda piedziņa,8641.26,1,0,0,1,1,0,0,0,0
1919472,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180179,Pirmo reizi,7/14/2016,2/21/2017,maza apmēra prasībā par naudas piedziņu,1082.50,1,0,0,1,1,0,0,0,0
1919476,279,Rīgas pilsētas Pārdaugavas tiesa,260570,Sakarā ar tiesu apvienošanu,1/31/2017,5/22/2017,parāda piedziņa,10821.04,0,1,0,1,2,1,0,0,0
1919483,39,Tukuma rajona tiesa,080676,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/2/2016,3/30/2017,parāda piedziņa,4622.00,1,0,1,0,2,1,0,0,0
1919486,4,Bauskas rajona tiesa,221265,Pirmo reizi,7/13/2016,3/6/2017,parāda piedziņa,3023.00,1,0,0,1,2,1,0,0,0
1919488,279,Rīgas pilsētas Pārdaugavas tiesa,270975,Sakarā ar tiesu apvienošanu,1/31/2017,5/22/2017,maza apmēra prasība par naudas piedziņu,1402.46,1,0,0,1,0,0,0,0,0
1919495,18,Madonas rajona tiesa,160250,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/14/2016,1/30/2017,par parāda piedziņu,3970.89,0,1,0,1,1,0,0,0,0
1919509,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180678,Pirmo reizi,7/14/2016,3/20/2017,par parāda piedziņu,4015.01,1,0,0,1,1,0,0,0,0
1919511,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180678,Pirmo reizi,7/14/2016,3/21/2017,par parāda piedziņu,1554.12,2,0,0,1,1,0,0,1,0
1919513,34,Rīgas pilsētas Ziemeļu rajona tiesa,130877,Pirmo reizi,7/14/2016,2/20/2017,"dzīvojamās mājas pārvaldīšanas, apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda piedziņa",3212.95,1,0,0,1,1,0,0,0,0
1919522,22,Daugavpils tiesa,240961,Pirmo reizi,7/14/2016,1/18/2017,pārmaksātās summas par pakalpojuma sniegšanu piedziņa,33458.21,0,1,0,1,2,0,0,0,0
1919532,29,Rīgas rajona tiesa,140659,Pēc piekritības no citas tiesas,9/16/2016,3/10/2017,maza apmēra prasība par naudas piedziņu,1499.81,1,0,0,1,0,0,0,0,0
1919535,29,Rīgas rajona tiesa,040366,Pēc piekritības no citas tiesas,9/16/2016,1/20/2017,par parāda piedziņu,3517.19,1,0,0,1,2,1,0,0,0
1919557,279,Rīgas pilsētas Pārdaugavas tiesa,260570,Sakarā ar tiesu apvienošanu,1/31/2017,2/22/2017,parāda piedziņa,4430.00,1,0,0,1,1,1,0,0,0
1919576,29,Rīgas rajona tiesa,040366,Pirmo reizi,7/14/2016,10/26/2017,maza apmēra prasība par naudas piedziņu,303.62,1,0,0,1,0,0,0,0,0
1919586,27,Liepājas tiesa,231259,Pirmo reizi,7/14/2016,5/18/2017,īpašuma apsaimniekošanas parāda piedziņa,2649.36,2,0,0,1,4,0,0,0,0
1919618,40,Valkas rajona tiesa,050363,Pirmo reizi,7/14/2016,2/2/2017,maza apmēra prasība par naudas piedziņu,300.00,0,1,1,0,0,0,0,0,0
1919629,273,Rīgas rajona tiesa Jūrmalas tiesu nams,170470,Pirmo reizi,7/14/2016,2/14/2017,parāda piedziņa,136846.13,1,0,0,1,2,1,0,0,0
1919652,34,Rīgas pilsētas Ziemeļu rajona tiesa,260576,Pirmo reizi,7/14/2016,5/31/2017,maza apmēra prasība par naudas piedziņu,1191.00,1,0,0,1,0,0,0,0,0
1919653,34,Rīgas pilsētas Ziemeļu rajona tiesa,260576,Pirmo reizi,7/14/2016,6/1/2017,maza apmēra prasība par naudas piedziņu,1921.86,1,0,0,1,2,1,0,0,0
1919713,28,Rēzeknes tiesa,110380,Pirmo reizi,7/14/2016,2/14/2017,maza apmēra prasība par naudas piedziņu,576.49,1,0,0,1,0,0,0,0,0
1919727,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180179,Pirmo reizi,7/14/2016,2/17/2017,maza apmēra prasībā par naudas piedziņu,1400.08,1,0,0,1,0,0,0,0,0
1919732,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180179,Pirmo reizi,7/14/2016,2/27/2017,maza apmēra prasībā par naudas piedziņu,1008.92,0,1,0,1,0,0,0,0,0
1919758,29,Rīgas rajona tiesa,300962,Pirmo reizi,7/14/2016,5/24/2017,par dzīvojamās mājas apsaimniekošanas un komunālo maksājumu parāda piedziņu,4548.46,1,0,0,1,3,1,0,0,0
1919814,279,Rīgas pilsētas Pārdaugavas tiesa,261075,Sakarā ar tiesu apvienošanu,1/31/2017,6/19/2017,maza apmēra prasība par naudas piedziņu,315.50,1,0,0,1,3,1,0,0,0
1919826,1,Aizkraukles rajona tiesa,091063,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/23/2016,12/4/2017,par parāda piedziņu,21980.07,1,0,1,0,6,2,0,0,0
1919867,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,090470,Pirmo reizi,7/14/2016,4/18/2017,parāda piedziņa,26022.31,0,1,0,1,2,1,0,0,0
1919872,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290878,Pirmo reizi,7/14/2016,2/7/2017,parāda piedziņa,12655.30,2,0,0,1,2,1,0,0,0
1919899,28,Rēzeknes tiesa,110380,Pirmo reizi,7/14/2016,2/14/2017,"par parāda EUR 17857,75 piedziņu",17857.75,3,0,1,0,1,0,0,0,0
1919920,18,Madonas rajona tiesa,160250,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/17/2016,11/15/2017,par apdrošināšanas atlīdzības piedziņu,2830.99,0,1,0,1,5,0,0,0,0
1919940,39,Tukuma rajona tiesa,020564,Pirmo reizi,7/15/2016,9/13/2017,"Dzīvokļa īpašuma uzturēšanas,apsaimniekošanas izdevumu un komunālo maksājumu,nekustamā īpašuma nodoklis,fasādes remonta parāda piedziņa un prasības nodrošinājums.",13118.85,1,0,0,1,4,0,0,0,0
1919948,279,Rīgas pilsētas Pārdaugavas tiesa,171172,Sakarā ar tiesu apvienošanu,1/31/2017,3/7/2017,maza apmēra prasība par naudas piedziņu,417.05,1,0,0,1,0,0,0,0,0
1919973,31,Ventspils tiesa,130867,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/17/2016,3/20/2017,zaudējumu piedziņa,93417.49,0,1,0,1,3,1,0,0,0
1919999,279,Rīgas pilsētas Pārdaugavas tiesa,171172,Sakarā ar tiesu apvienošanu,1/31/2017,2/28/2017,maza apmēra prasība par naudas piedziņu,726.86,1,0,0,1,0,0,0,0,0
1920004,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,090470,Pirmo reizi,7/15/2016,9/28/2017,maza apmēra prasībā par naudas piedziņu,1376.48,1,0,0,1,2,0,0,0,0
1920006,279,Rīgas pilsētas Pārdaugavas tiesa,301270,Sakarā ar tiesu apvienošanu,1/31/2017,7/4/2017,dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda un likumisko procentu piedziņa,6742.64,1,0,0,1,2,0,0,0,0
1920007,29,Rīgas rajona tiesa,040366,Pirmo reizi,7/15/2016,4/13/2017,maza apmēra prasība par naudas piedziņu,598.53,0,1,0,1,0,0,0,0,0
1920018,279,Rīgas pilsētas Pārdaugavas tiesa,260570,Sakarā ar tiesu apvienošanu,1/31/2017,6/1/2017,"parāda, līgumsoda un tiesas izdevumu piedziņa",4022.57,1,0,0,1,3,1,0,0,0
1920020,29,Rīgas rajona tiesa,300962,Pirmo reizi,7/15/2016,5/29/2017,parāda piedziņa,29405.80,1,0,0,1,3,1,0,0,0
1920034,28,Rēzeknes tiesa,270766,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/3/2016,10/25/2017,maza apmēra prasība par naudas piedziņu,406.46,1,0,0,1,0,0,0,0,0
1920040,28,Rēzeknes tiesa,270766,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/3/2016,2/23/2017,maza apmēra prasība par naudas piedziņu,1014.17,0,1,0,1,0,0,0,0,0
1920043,29,Rīgas rajona tiesa,290778,Pirmo reizi,7/15/2016,3/7/2017,maza apmēra prasība par naudas piedziņu,313.53,1,0,0,1,1,0,0,0,0
1920050,34,Rīgas pilsētas Ziemeļu rajona tiesa,090770,Pirmo reizi,7/15/2016,2/1/2017,maza apmēra prasība par naudas piedziņu,766.19,1,0,0,1,0,0,0,0,0
1920061,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260463,Pirmo reizi,7/15/2016,4/12/2017,parāda piedziņa,3232.01,1,0,0,1,1,0,0,0,0
1920066,34,Rīgas pilsētas Ziemeļu rajona tiesa,090770,Pirmo reizi,7/15/2016,4/12/2017,Parāda EUR 9091.30 apmēra piedziņu,9091.30,2,0,0,1,3,1,0,0,0
1920077,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,7/15/2016,5/29/2017,maza apmēra prasībā par naudas piedziņu,1558.31,1,0,0,1,2,1,0,0,0
1920080,29,Rīgas rajona tiesa,100762,Pēc piekritības no citas tiesas,9/16/2016,4/19/2017,maza apmēra prasība par naudas piedziņu,307.63,1,0,0,1,0,0,0,0,0
1920111,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180678,Pirmo reizi,7/15/2016,6/27/2017,par parāda piedziņu,7850.74,0,1,0,1,2,0,0,0,0
1920148,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,270676,Pirmo reizi,7/15/2016,5/11/2017,maza apmēra prasība par naudas piedziņu,318.49,1,0,0,1,0,0,0,0,0
1920167,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,270676,Pirmo reizi,7/15/2016,2/2/2017,maza apmēra prasība par naudas piedziņu,973.33,0,1,0,1,0,0,0,0,0
1920177,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,220177,Pirmo reizi,7/15/2016,1/31/2017,maza apmēra prasība par naudas piedziņu,179.76,1,0,0,1,0,0,0,0,0
